,spotId,cellCount
1376,X76x16,9
1377,X71x41,11
1378,X80x66,14
1379,X82x48,16
1380,X67x57,9
1381,X41x35,8
2593,X5x41,10
2594,X16x46,10
1382,X106x46,9
1383,X92x14,10
1384,X29x43,7
1385,X113x43,16
1386,X36x44,7
1387,X105x11,4
2595,X2x54,10
1388,X42x24,6
1389,X114x46,18
1390,X10x58,9
1391,X94x56,10
1392,X103x73,12
1393,X76x72,6
2596,X39x55,10
1394,X106x64,8
1395,X68x66,13
1396,X103x39,13
1397,X85x51,17
1398,X61x37,6
1399,X42x38,3
1400,X113x35,3
1401,X113x13,8
2597,X87x71,10
1402,X15x53,12
1403,X37x35,8
1404,X94x18,11
1405,X83x59,13
1406,X59x37,8
1407,X103x49,16
1408,X90x30,9
1409,X95x67,10
1410,X3x41,3
1411,X108x28,8
1412,X4x50,16
2598,X21x41,10
1413,X111x33,12
1414,X106x26,14
1415,X10x46,16
1416,X103x25,14
1417,X39x45,7
1418,X95x59,13
1419,X89x21,7
1420,X90x22,7
1421,X47x53,5
1422,X110x32,4
1423,X13x55,4
1424,X25x49,9
1425,X10x62,7
1426,X63x53,14
1427,X41x49,8
1428,X79x27,11
1429,X16x54,10
1430,X74x68,11
1431,X45x35,6
1432,X61x41,10
1433,X40x36,3
1434,X59x41,11
2599,X115x39,10
1435,X82x68,11
1436,X91x29,14
2600,X114x18,10
1437,X95x41,16
1438,X98x60,15
1439,X75x55,6
1440,X10x64,4
1441,X100x54,15
1442,X82x44,16
1443,X84x66,14
1444,X61x31,9
1445,X107x37,12
1446,X54x48,11
1447,X113x21,10
1448,X107x33,15
1449,X109x37,3
1450,X47x37,11
1451,X63x35,13
1452,X77x37,14
1453,X28x58,3
1454,X100x40,12
1455,X95x29,7
1456,X65x41,11
1457,X110x48,15
1458,X60x68,10
1459,X83x57,10
2601,X70x34,10
1460,X47x43,10
1461,X87x17,11
1462,X94x28,15
1463,X89x57,14
2602,X43x51,10
1464,X33x55,3
1465,X78x46,13
1466,X110x74,6
1467,X27x59,12
1468,X38x38,6
1469,X78x70,12
1470,X51x55,8
1471,X82x72,8
1472,X94x20,7
1473,X49x47,8
1474,X102x34,13
1475,X65x17,6
1476,X62x54,14
1477,X41x39,7
1478,X95x35,11
1479,X103x19,11
1480,X88x58,9
1481,X108x74,5
1482,X80x34,12
1483,X47x21,3
1484,X104x62,15
2603,X14x40,10
1485,X69x43,10
1486,X94x50,18
1487,X104x42,15
1488,X96x56,12
1489,X101x15,9
1490,X44x52,5
1491,X84x54,6
1492,X65x39,14
1493,X88x52,14
1494,X78x54,12
1495,X2x44,9
1496,X35x53,6
1497,X58x62,9
1498,X93x13,14
1499,X109x43,21
1500,X112x42,11
1501,X32x56,3
1502,X99x41,13
1503,X84x22,9
1504,X58x24,10
1505,X40x26,5
1506,X58x26,8
1507,X54x64,9
2604,X23x59,10
1508,X64x40,13
1509,X73x41,12
1510,X56x56,9
1511,X75x51,11
1512,X63x31,12
1513,X106x14,10
1514,X31x31,7
1515,X64x54,10
1516,X117x11,3
2605,X14x60,10
1517,X38x46,10
1518,X95x39,7
1519,X84x42,9
2606,X112x36,10
1520,X89x35,14
1521,X102x74,12
1522,X77x29,12
1523,X113x73,11
1524,X97x31,16
1525,X95x33,12
1526,X106x20,10
1527,X102x60,16
1528,X90x20,13
1529,X47x49,9
1530,X21x59,8
1531,X110x60,13
1532,X82x32,13
1533,X102x70,9
1534,X111x47,9
1535,X67x51,8
1536,X109x17,12
1537,X30x58,4
1538,X116x14,5
1539,X83x71,8
1540,X41x23,8
1541,X8x50,10
1542,X67x43,11
1543,X103x57,11
1544,X82x26,11
1545,X69x67,13
1546,X78x32,11
1547,X112x68,15
1548,X1x43,10
1549,X101x17,7
1550,X82x34,15
1551,X17x51,10
1552,X94x42,14
1553,X45x37,6
1554,X98x68,13
1555,X91x35,18
1556,X75x71,7
1557,X81x19,8
1558,X84x60,15
1559,X83x31,10
2607,X34x54,10
1560,X53x41,8
1561,X61x67,3
1562,X69x45,11
1563,X70x30,16
1564,X112x72,12
1565,X46x34,5
1566,X110x70,9
1567,X103x51,12
1568,X100x14,10
1569,X32x34,5
1570,X83x17,11
2608,X98x74,10
1571,X74x70,7
2609,X23x37,10
1572,X79x65,18
1573,X45x59,8
1574,X113x59,8
1575,X87x43,9
1576,X7x51,12
1577,X27x37,3
1578,X54x42,9
1579,X86x58,8
1580,X59x47,12
1581,X71x67,13
1582,X46x32,10
1583,X69x31,10
1584,X82x64,8
1585,X33x31,8
1586,X99x19,16
1587,X113x11,8
1588,X41x33,6
1589,X93x31,13
1590,X72x26,10
1591,X79x49,10
1592,X62x60,10
1593,X108x70,11
2610,X37x39,10
1594,X76x64,15
1595,X87x63,11
1596,X107x19,10
2611,X19x57,10
1597,X53x57,8
1598,X60x32,10
1599,X64x32,11
1600,X86x68,8
1601,X51x37,11
1602,X75x33,4
2612,X43x47,10
1603,X90x42,19
1604,X19x55,9
1605,X3x61,10
1606,X4x48,11
1607,X60x58,9
1608,X79x69,13
1609,X52x42,10
1610,X84x36,15
1611,X9x45,15
1612,X58x28,11
2613,X45x49,10
1613,X37x43,6
1614,X54x24,6
1615,X50x48,10
1616,X84x16,9
1617,X81x61,10
1618,X6x50,10
2614,X51x57,10
1619,X89x25,12
1620,X69x33,11
1621,X51x31,5
1622,X39x37,6
2615,X28x28,10
2616,X15x55,10
1623,X47x35,6
1624,X55x65,12
1625,X107x25,10
2617,X113x63,10
1626,X56x46,10
1627,X112x30,9
1628,X50x54,7
1629,X107x43,19
1630,X27x57,4
1631,X54x40,12
1632,X105x29,7
1633,X112x66,15
1634,X71x53,15
1635,X53x53,11
1636,X72x34,6
2618,X114x34,10
1637,X53x33,6
1638,X105x53,11
1639,X62x48,12
1640,X97x23,18
1641,X84x32,15
1642,X52x56,7
1643,X19x49,17
1644,X101x63,11
2619,X34x52,10
1645,X80x30,13
1646,X65x65,11
1647,X37x47,10
1648,X79x37,14
2620,X104x12,10
1649,X46x42,9
1650,X85x55,10
1651,X65x69,5
1652,X33x45,6
1653,X87x47,12
1654,X36x28,8
1655,X7x39,7
1656,X105x39,12
2621,X116x26,10
1657,X73x25,13
1658,X102x46,15
1659,X91x33,12
1660,X112x12,11
1661,X105x61,14
1662,X110x56,14
1663,X63x23,8
1664,X82x40,11
2622,X36x26,10
2623,X103x31,10
1665,X44x50,6
1666,X64x36,5
1667,X83x37,13
1668,X57x21,10
1669,X72x46,9
1670,X107x11,8
1671,X68x44,11
1672,X55x27,8
2624,X28x36,10
1673,X102x26,14
1674,X81x33,15
1675,X67x63,10
1676,X31x51,4
1677,X70x50,13
1678,X69x39,12
1679,X89x31,9
1680,X79x17,13
1681,X81x49,7
1682,X77x63,13
1683,X113x69,12
1684,X58x20,7
1685,X97x55,8
1686,X92x64,12
2625,X22x58,10
1687,X66x46,11
1688,X22x52,14
1689,X92x38,10
1690,X38x48,8
2626,X18x56,10
1691,X103x65,14
1692,X77x39,9
1693,X32x30,11
1694,X61x29,9
1695,X98x64,15
1696,X62x26,9
1697,X67x37,7
1698,X53x65,12
1699,X106x42,16
1700,X73x33,3
1701,X2x42,5
1702,X82x58,8
1703,X88x54,11
1704,X52x28,10
1705,X71x69,17
1706,X91x53,17
2627,X6x54,10
1707,X43x57,12
1708,X75x39,12
1709,X115x13,17
1710,X36x32,4
1711,X77x17,11
1712,X4x40,3
1713,X65x59,13
1714,X62x46,14
1715,X9x37,5
1716,X95x19,11
1717,X110x28,11
1718,X76x46,12
1719,X92x66,15
1720,X42x40,5
1721,X105x65,15
1722,X90x50,13
1723,X66x60,11
1724,X110x72,13
1725,X13x59,4
1726,X111x25,4
1727,X80x20,13
1728,X44x46,12
2628,X114x74,10
1729,X112x44,18
1730,X88x24,8
1731,X104x30,8
1732,X103x21,10
1733,X107x21,10
1734,X7x49,12
1735,X74x64,15
1736,X91x39,16
2629,X114x32,10
1737,X75x65,12
1738,X50x46,8
1739,X25x33,4
1740,X77x41,11
1741,X87x13,8
1742,X113x71,14
1743,X56x52,12
1744,X97x47,18
1745,X57x45,11
1746,X84x62,15
1747,X96x12,6
1748,X40x48,11
1749,X54x66,8
1750,X71x17,10
1751,X34x42,4
1752,X85x39,16
1753,X44x44,8
1754,X89x69,15
1755,X43x45,14
1756,X100x36,10
1757,X56x20,6
1758,X83x41,14
1759,X52x34,5
1760,X81x15,13
1761,X29x45,3
1762,X64x56,11
1763,X16x58,9
2630,X38x54,10
1764,X20x50,14
2631,X20x40,10
1765,X92x70,12
1766,X15x45,3
1767,X39x29,6
1768,X2x50,14
1769,X41x57,12
1770,X79x45,12
1771,X105x31,13
1772,X32x42,4
1773,X78x26,13
1774,X76x58,10
1775,X76x54,12
1776,X83x33,17
1777,X75x41,12
1778,X83x49,16
1779,X73x55,6
1780,X111x43,12
1781,X71x61,10
1782,X33x37,6
1783,X67x47,15
1784,X51x43,7
1785,X75x67,7
1786,X110x30,17
1787,X14x54,11
1788,X107x53,18
1789,X115x23,6
1790,X56x48,14
1791,X103x71,11
1792,X34x32,8
1793,X105x33,5
1794,X53x37,13
1795,X109x53,13
1796,X110x44,10
1797,X108x32,8
1798,X89x51,14
1799,X40x42,3
1800,X78x52,11
1801,X48x24,7
2632,X116x20,10
1802,X96x16,14
1803,X88x32,14
1804,X50x36,7
1805,X63x55,10
1806,X64x48,12
1807,X109x61,15
2633,X27x39,10
1808,X49x25,8
1809,X93x69,5
1810,X72x40,10
1811,X58x30,14
1812,X80x42,11
1813,X65x51,8
1814,X91x63,13
1815,X59x53,7
1816,X3x53,17
2634,X36x54,10
1817,X49x63,11
1818,X88x28,15
1819,X97x17,15
1820,X103x11,7
1821,X70x38,11
1822,X25x55,12
1823,X101x33,10
1824,X106x60,14
2635,X107x29,10
1825,X49x43,13
1826,X19x63,5
1827,X114x14,15
1828,X71x25,12
1829,X49x57,10
1830,X70x62,11
1831,X97x45,14
1832,X95x57,8
1833,X40x46,7
2636,X32x54,10
1834,X95x53,16
1835,X91x17,11
1836,X64x20,12
1837,X77x69,11
1838,X38x50,4
2637,X21x61,10
1839,X83x27,10
1840,X93x25,11
1841,X102x62,14
1842,X108x42,14
1843,X105x17,15
1844,X0x40,13
2638,X111x75,10
1845,X49x41,6
1846,X94x68,13
1847,X27x31,7
2639,X74x72,10
1848,X91x71,4
1849,X85x59,8
1850,X60x40,9
1851,X14x44,13
1852,X55x39,10
1853,X61x59,6
1854,X83x55,8
1855,X51x49,6
1856,X93x67,12
1857,X97x33,18
1858,X65x47,14
1859,X34x44,8
1860,X57x59,8
1861,X69x51,14
1862,X62x58,9
1863,X2x40,8
1864,X50x60,6
1865,X29x49,8
1866,X53x31,9
1867,X54x46,12
1868,X66x44,7
1869,X39x35,6
1870,X35x35,3
1871,X51x41,7
1872,X58x40,7
1873,X34x56,4
1874,X59x55,11
2640,X104x34,10
1875,X113x61,5
1876,X73x69,8
1877,X83x21,8
1878,X88x72,6
1879,X103x63,14
1880,X81x69,10
1881,X32x40,5
2641,X85x71,10
1882,X47x57,9
1883,X86x72,12
1884,X81x21,10
1885,X111x59,12
1886,X46x58,6
1887,X44x56,8
1888,X6x60,7
1889,X102x22,14
1890,X25x35,5
1891,X108x66,17
1892,X87x37,13
1893,X96x30,9
2642,X19x47,10
1894,X81x31,9
1895,X100x62,15
1896,X73x63,10
1897,X90x32,16
1898,X104x38,13
2643,X26x44,10
1899,X96x54,11
1900,X55x29,11
1901,X53x49,10
1902,X97x59,11
1903,X93x73,12
1904,X98x66,17
1905,X89x43,10
1906,X85x33,15
1907,X109x45,20
1908,X77x53,13
1909,X68x38,12
1910,X57x29,10
1911,X51x51,11
1912,X48x60,12
1913,X58x50,10
1914,X10x42,16
2644,X115x73,10
1915,X85x23,8
1916,X110x66,15
2645,X11x55,10
1917,X99x65,13
1918,X96x36,13
1919,X54x22,7
1920,X100x32,4
1921,X79x61,4
1922,X33x29,6
1923,X86x40,14
1924,X60x60,8
1925,X67x35,7
1926,X13x63,3
1927,X43x61,6
1928,X53x39,8
1929,X96x48,17
1930,X34x40,6
1931,X103x23,10
1932,X52x32,7
1933,X60x50,8
1934,X68x60,7
1935,X102x40,7
1936,X7x47,11
1937,X28x60,10
1938,X98x36,12
1939,X107x17,14
1940,X100x24,12
1941,X99x17,9
2646,X8x54,10
1942,X79x55,8
1943,X17x61,8
1944,X53x59,9
1945,X88x22,9
1946,X49x23,7
1947,X60x42,15
2647,X8x64,10
2648,X16x56,10
1948,X99x67,18
1949,X0x48,13
1950,X112x26,9
1951,X90x58,12
1952,X61x25,10
1953,X54x26,9
2649,X30x30,10
1954,X56x36,13
1955,X58x32,14
1956,X58x36,11
1957,X105x41,12
1958,X7x61,7
1959,X92x20,9
1960,X82x30,13
1961,X10x54,3
1962,X45x57,15
1963,X96x38,15
1964,X17x57,5
1965,X74x34,10
1966,X57x49,13
1967,X86x54,16
1968,X32x48,8
1969,X64x34,9
1970,X113x67,15
1971,X58x18,8
1972,X78x16,8
1973,X46x24,8
1974,X60x24,9
1975,X65x31,12
1976,X5x49,12
1977,X78x68,13
1978,X70x60,12
1979,X29x53,5
1980,X44x58,6
2650,X16x44,10
1981,X51x25,5
1982,X56x42,9
2651,X31x49,10
2652,X23x39,10
1983,X108x56,17
1984,X108x34,5
2653,X114x58,10
1985,X103x47,16
1986,X61x63,6
1987,X104x74,9
1988,X95x61,14
1989,X49x51,6
1990,X49x55,8
1991,X79x47,11
1992,X48x32,4
1993,X59x45,13
1994,X92x30,8
1995,X28x52,7
1996,X49x33,6
1997,X45x23,11
1998,X62x38,11
1999,X95x13,11
2000,X104x72,12
2001,X93x15,11
2002,X106x30,6
2003,X72x48,17
2004,X73x31,14
2005,X105x63,13
2006,X2x62,6
2007,X72x28,15
2008,X42x30,7
2009,X34x26,9
2654,X48x46,10
2010,X36x58,13
2011,X62x64,10
2012,X90x68,11
2013,X84x70,9
2655,X29x57,10
2014,X84x18,10
2015,X99x35,14
2016,X110x54,13
2017,X91x67,11
2018,X40x40,8
2019,X79x67,12
2020,X53x63,6
2021,X36x30,6
2656,X67x69,10
2022,X108x72,12
2023,X53x61,10
2024,X79x31,12
2025,X70x40,12
2026,X114x24,15
2027,X57x31,11
2028,X63x61,6
2657,X14x64,10
2029,X110x22,12
2030,X60x26,9
2031,X107x31,5
2032,X56x34,13
2033,X48x30,13
2034,X69x27,8
2035,X34x34,10
2036,X75x23,8
2658,X115x29,10
2037,X80x44,14
2038,X114x28,7
2659,X18x58,10
2660,X27x33,10
2039,X86x18,12
2040,X110x14,12
2041,X113x31,7
2042,X64x18,6
2043,X76x22,10
2044,X53x25,11
2045,X32x32,4
2046,X74x56,16
2047,X84x34,16
2048,X99x53,14
2049,X81x47,14
2050,X64x50,14
2051,X108x14,8
2052,X98x28,13
2053,X96x66,20
2054,X53x51,12
2055,X100x52,10
2056,X89x29,11
2057,X84x68,14
2058,X70x56,11
2059,X46x62,8
2060,X84x46,13
2061,X41x41,6
2062,X21x47,3
2063,X76x40,10
2064,X32x26,6
2065,X90x12,8
2661,X30x38,10
2066,X106x12,12
2067,X95x49,12
2662,X1x41,10
2068,X69x69,6
2069,X92x56,17
2070,X62x30,7
2071,X45x29,12
2072,X99x45,12
2073,X32x58,11
2663,X15x57,10
2074,X55x37,10
2664,X2x56,10
2075,X75x47,12
2076,X80x50,10
2077,X111x63,11
2078,X37x45,3
2079,X86x66,19
2080,X6x46,13
2081,X61x19,6
2082,X99x57,11
2083,X29x31,4
2084,X89x19,10
2085,X73x65,9
2086,X63x29,8
2087,X108x24,15
2088,X80x68,13
2089,X74x28,15
2090,X87x25,9
2091,X28x30,3
2092,X79x33,12
2093,X23x45,15
2094,X74x32,13
2095,X105x49,16
2096,X13x49,14
2097,X96x58,13
2098,X109x31,12
2099,X71x59,8
2100,X88x40,13
2101,X23x57,3
2102,X109x15,14
2103,X77x27,6
2104,X106x16,14
2105,X56x68,4
2106,X25x37,4
2107,X38x56,13
2108,X83x53,11
2109,X77x47,12
2665,X23x43,10
2110,X105x57,18
2111,X54x52,10
2666,X46x54,10
2112,X94x70,8
2113,X10x52,15
2667,X112x74,10
2114,X25x57,5
2115,X106x56,12
2116,X113x75,9
2117,X67x27,8
2118,X30x46,6
2119,X43x23,7
2120,X66x48,13
2121,X99x29,9
2122,X98x44,16
2123,X54x34,11
2124,X109x65,20
2125,X64x22,8
2126,X94x64,9
2127,X15x41,8
2128,X89x71,6
2129,X87x49,15
2130,X78x20,9
2131,X93x61,11
2132,X80x54,13
2133,X94x12,15
2134,X113x45,14
2135,X112x52,16
2136,X5x45,12
2137,X52x20,6
2138,X95x47,15
2139,X84x56,9
2140,X94x34,10
2141,X112x54,16
2142,X83x51,14
2143,X99x61,10
2144,X79x41,15
2145,X98x40,11
2146,X36x40,6
2147,X80x32,15
2148,X35x51,3
2149,X91x21,11
2150,X93x45,12
2151,X108x40,12
2152,X99x43,16
2153,X96x32,15
2154,X71x39,3
2155,X66x32,10
2156,X107x45,15
2157,X68x32,7
2158,X67x65,11
2159,X65x21,8
2160,X98x34,15
2161,X114x50,4
2162,X83x35,17
2163,X1x39,7
2164,X82x66,13
2165,X114x16,17
2166,X109x47,14
2167,X4x42,9
2168,X102x16,13
2668,X9x55,10
2169,X2x38,4
2170,X101x35,15
2171,X63x69,13
2172,X62x66,9
2173,X47x33,4
2174,X22x44,5
2175,X95x37,14
2176,X68x46,11
2177,X16x62,3
2178,X5x39,17
2179,X91x41,17
2180,X94x16,14
2181,X38x42,4
2182,X65x55,9
2183,X85x19,8
2184,X58x58,8
2669,X8x56,10
2185,X57x47,9
2186,X41x45,10
2187,X84x30,17
2188,X105x73,12
2189,X112x48,18
2190,X43x55,11
2670,X24x42,10
2191,X107x27,9
2192,X54x28,9
2193,X100x16,13
2194,X92x72,8
2195,X50x28,12
2196,X114x30,8
2197,X103x59,14
2198,X111x13,8
2199,X8x48,10
2200,X50x64,10
2201,X41x31,6
2202,X44x48,6
2203,X34x38,6
2204,X90x60,11
2205,X91x69,12
2206,X60x30,8
2207,X90x62,11
2208,X104x14,14
2209,X100x12,13
2671,X22x42,10
2210,X46x38,10
2672,X18x42,10
2211,X16x42,9
2212,X74x24,12
2213,X90x40,12
2214,X85x35,13
2215,X67x19,9
2216,X81x29,9
2217,X19x43,5
2218,X52x54,8
2219,X3x43,11
2220,X76x20,13
2221,X71x51,11
2222,X87x21,8
2223,X78x72,8
2224,X75x45,11
2225,X63x57,12
2226,X67x71,4
2227,X1x57,4
2228,X105x55,11
2229,X70x20,5
2230,X82x52,11
2231,X13x45,15
2673,X46x46,10
2232,X40x50,6
2233,X115x11,8
2234,X102x12,14
2235,X67x31,15
2236,X41x27,4
2237,X76x68,4
2238,X70x22,6
2239,X43x43,8
2240,X101x67,14
2241,X21x53,11
2242,X76x42,11
2243,X90x52,13
2244,X95x45,8
2245,X61x57,9
2246,X72x66,12
2247,X70x64,11
2248,X66x38,11
2249,X66x62,7
2250,X102x24,16
2251,X35x39,3
2252,X68x20,11
2253,X107x23,16
2254,X80x62,11
2674,X20x58,10
2255,X73x37,13
2256,X41x29,8
2257,X78x50,12
2258,X86x22,8
2259,X56x66,7
2260,X106x54,10
2261,X58x44,11
2262,X61x39,10
2263,X12x56,3
2264,X76x28,9
2265,X11x49,14
2266,X38x26,9
2267,X47x55,7
2268,X55x51,11
2269,X100x64,17
2270,X82x60,8
2271,X12x42,15
2675,X1x55,10
2676,X116x16,10
2272,X98x12,5
2273,X108x46,11
2274,X72x18,8
2275,X89x47,14
2276,X62x68,13
2277,X85x69,9
2278,X112x10,20
2279,X102x68,11
2280,X11x41,12
2281,X100x48,13
2282,X74x52,13
2283,X7x41,10
2284,X29x37,3
2677,X8x60,10
2285,X114x26,18
2286,X74x50,10
2287,X55x23,9
2288,X112x24,8
2289,X91x59,12
2290,X58x38,9
2291,X114x70,9
2292,X81x71,9
2293,X112x62,16
2294,X86x34,10
2295,X33x35,5
2296,X79x29,14
2297,X110x10,15
2298,X93x43,14
2299,X109x21,11
2300,X101x65,18
2301,X30x34,6
2678,X15x61,10
2302,X73x21,11
2303,X110x68,12
2304,X63x59,12
2305,X0x54,6
2306,X97x53,16
2307,X87x29,18
2308,X59x65,6
2679,X0x42,10
2309,X2x48,11
2310,X86x44,12
2311,X44x36,7
2680,X66x70,10
2312,X61x49,11
2313,X43x33,11
2314,X82x24,15
2681,X7x63,10
2682,X115x49,10
2315,X95x31,11
2316,X105x69,13
2317,X55x19,4
2318,X114x22,17
2319,X26x46,12
2320,X101x43,16
2321,X44x30,8
2683,X25x59,10
2322,X90x64,14
2323,X76x18,10
2324,X68x30,11
2325,X76x62,11
2326,X69x17,8
2327,X52x24,6
2328,X110x62,12
2329,X96x26,14
2330,X103x41,14
2331,X28x34,3
2332,X85x17,11
2333,X58x60,9
2334,X93x33,12
2335,X78x48,17
2336,X78x34,13
2337,X31x43,7
2338,X54x44,7
2684,X115x19,10
2339,X64x52,8
2340,X45x61,11
2341,X86x16,15
2342,X80x48,15
2343,X0x50,16
2344,X86x46,12
2345,X98x22,11
2346,X94x38,11
2347,X94x62,14
2348,X26x34,4
2349,X91x47,16
2350,X112x22,13
2351,X73x61,12
2352,X74x38,16
2353,X64x26,8
2354,X87x51,14
2355,X18x52,17
2356,X8x46,14
2357,X60x22,6
2358,X63x41,12
2359,X35x27,7
2360,X82x38,11
2361,X70x46,8
2362,X75x35,16
2363,X86x38,12
2364,X54x38,11
2365,X69x55,10
2366,X85x47,11
2367,X95x55,6
2685,X16x40,10
2368,X75x19,11
2369,X95x23,11
2370,X46x48,7
2371,X46x50,8
2372,X111x39,11
2373,X99x13,13
2374,X107x61,14
2375,X12x46,16
2376,X101x21,13
2377,X64x46,11
2378,X44x54,5
2379,X110x12,6
2380,X87x45,10
2381,X49x21,5
2382,X86x50,14
2383,X68x52,11
2384,X44x24,7
2385,X45x25,3
2386,X59x61,6
2686,X9x57,10
2387,X47x59,6
2388,X100x20,6
2389,X88x16,11
2390,X72x36,13
2687,X37x55,10
2688,X63x67,10
2391,X29x29,5
2392,X105x23,13
2393,X90x34,11
2394,X46x60,4
2689,X44x22,10
2395,X55x67,10
2396,X8x62,5
2397,X84x52,10
2398,X69x49,12
2399,X80x40,10
2400,X106x28,10
2401,X101x49,15
2402,X41x47,10
2403,X110x40,9
2404,X32x52,3
2405,X79x21,10
2406,X104x24,17
2407,X103x13,9
2408,X88x60,13
2409,X50x32,11
2410,X12x62,5
2411,X76x34,16
2412,X10x48,19
2413,X97x39,15
2414,X99x47,12
2415,X32x44,11
2416,X80x64,12
2417,X78x24,16
2690,X34x50,10
2418,X101x41,14
2419,X41x43,4
2420,X104x46,15
2421,X87x55,12
2422,X38x44,6
2691,X115x27,10
2423,X47x29,10
2424,X90x24,7
2425,X34x48,6
2692,X33x27,10
2693,X68x70,10
2426,X57x43,9
2427,X59x21,8
2428,X35x41,8
2429,X114x44,7
2430,X24x54,11
2431,X34x36,8
2694,X18x62,10
2432,X78x62,11
2433,X104x68,11
2434,X101x69,7
2435,X45x53,6
2436,X41x51,8
2437,X96x14,12
2438,X83x69,8
2439,X107x67,11
2440,X72x22,9
2441,X57x19,7
2442,X57x33,9
2443,X24x50,15
2444,X29x41,3
2445,X105x51,15
2446,X86x56,14
2447,X52x48,12
2448,X82x16,11
2449,X113x65,10
2695,X64x68,10
2450,X70x28,12
2451,X109x51,13
2452,X76x30,13
2453,X48x48,9
2454,X23x53,16
2455,X32x46,5
2456,X81x27,8
2457,X55x35,11
2458,X1x51,15
2459,X5x53,14
2460,X58x22,6
2461,X90x56,11
2462,X13x43,11
2463,X111x69,17
2464,X74x60,10
2465,X2x60,6
2466,X60x18,5
2467,X28x50,3
2468,X95x63,17
2469,X60x56,12
2470,X59x51,12
2471,X64x24,7
2472,X77x31,14
2473,X42x58,3
2696,X27x45,10
